58,1,"Cure: Dispellable Effects (Dispel Magic) [58]","Level","Type","Dispels magic from the targeted creature(s) (excepting magical weapons eg. Spirtual Hammer). Depending on the value of the 'Type' field, the 'Level' field can be used to set the level of the effect.

Known values for 'Type' are:
0   Always dispel
1   Use Caster Level
2   Use 'Level' field

With 'Type' of 1 or 2, the base chance of successfully dispelling is 50%. This chance is modified by the relative levels of the dispeller to the caster. Each level below gives a -10% chance, each level above gives a +5% chance. There is always a 1% chance of success or failure."
59,1,"Stat: Stealth Modifier [59]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field, altering a the Move Silently skill.

Known values for 'Type' are:
0   Cumulative Modifier -> Stealth = Stealth + 'Statistic Modifier' value
1   Flat Value Modifier -> Stealth = 'Statistic Modifier' value
2   Percentage Modifier -> Stealth = (Stealth * 'Statistic Modifier' value) / 100"
60,1,"Stat: Miscast Magic [60]","Percent Chance","Type","The targeted creature(s) will fail to cast the type of spell specified by the 'Type' field, 'Percent Chance' percent of the time.

Known values for 'Type' are:
0   Mage Spells
1   Cleric Spells
2   Innate
3   Mage Spells
4   Cleric Spells
5   Innate

'Type' values of 0,1 or 2 display a message -'Spell Failed: casting failure'
'Type' values of 3,4 or 5 display a message -'Spell failed due to dead magic'"
61,1,"Crash [61]","Undefined","Undefined","This effect crashes the game.
This effect has previously been referenced as Alchemy."
62,1,"Spell: Priest Spell Slots Modifier [62]","Slot Amount Modifier","Spell Level","Alters the number of priest spell slots available to the targeted creature(s), as specified by the 'Slot Amount Modifier' field, at the level specified by the 'Spell Level' field.

Known values for 'Spell Level' are:
0   Double spells
1   Level 1
2   Level 2
4   Level 3
8   Level 4
16  Level 5
32  Level 6
64  Level 7

For a 'Spell Level' of 0, the amount of spell slots is doubled for the level specified by the 'Slot Amount Modifier' value and all levels below. The target creature(s) must have at least 1 slot at the selected level to have their slot count changed. If the resultant slot count is negative, the creature is given 12 slots.

'Statistic Modifier' can be positive or negative."
63,1,"State: Infravision [63]","Irrelevant","Irrelevant","Gives the targeted creature(s) infravision."
64,2,"State: Remove Infravision [64]","Irrelevant","Irrelevant","Removes infravision from the targeted creature(s).
This effect ignores durations attributed to it.

NB. This will not remove racial infravision."
65,1,"Overlay: Blur [65]","Irrelevant","Irrelevant","Applies the blur effect to the targeted creature(s). Graphical displacement is affected by movement rate."
66,1,"Graphics: Transparency Fade [66]","Fade Amount","Irrelevant","Fades the targeted creature(s) by the value in the amount specified by the 'Fade Amount' field.

Known values for 'Fade Amount' are:
1   Fully visible
..
255 Almost invisible

This effect sets stat #60 (TRANSLUCENT) to param #1."
67,1,"Summon: Creature Summoning [67]","Unknown","Control","Summons a creature, with EA set to the 'Control' field. The Resource key should be set to the filename of the creature to summon.

Known values for 'Control' are:
0    Match target (hostile if no target)
1    Match target (hostile if no target)  
2    As creature file
3    Match target (hostile if no target)
4    As creature file
5    Hostile to target
6    As creature file
8    As creature file
255  As creature file

If effect's target is set as 'Original Caster' then the 'Control' parameter covers 'Location' as well as control. In this case, nown values for 'Control' are:
2   = Summoned at location of target creature
4   = Summoned at location of caster
6   = Summoned at location of caster"
68,1,"Summon: Unsummon Creature [68]","Text Notification","Irrelevant","Unsummons a creature, with feedback controlled by 'Text Notification'. The Resource key should be set to the filename of the animation to play when unsummoning the creature, and defaults to SPGFLSH1 if left empty.

Known values for 'Text Notification' are:
0   No text notification
1   Show text notification"
69,1,"Protection: From Detection (Non-Detection) [69]","Irrelevant","Irrelevant","Applies the non-detection effect to the targeted creature(s), setting STATE_NONDETECTION while active. This effect is negated by effect #70 Cure: Non-Detection. While in the non-detection state, the creature is immune to effects #47: Cure Invisibility and #116: Remove invisibilty, though they are affected by effects that remove illusionary protections by school or secondary type."
70,2,"Cure: Non-Detection [70]","Irrelevant","Irrelevant","Removes the Non-Detection effect from the targeted creature(s).
This effect ignores durations attributed to it."
71,1,"IDS: Sex Change [71]","Gender Modifier","Type","Alters the gender of the targetted creature(s) to the value specified by the 'Gender.ids' field, in the style specified by the 'Type' value.

Known values for 'Type' are:
0 Reverse Gender
1 Flat Value Modifier -> Gender = 'Statistic Modifier' value (values from gender.ids)
The effect modifies stat 193."
72,1,"IDS: Set IDS State [72]","IDS Entry","IDS File","Alters the IDS state of the targeted creature(s) specified by the 'IDS File' field, to the value specified by the 'IDS Entry' field.

Known values for 'IDS File' are:
0   EA
1   Generic
2   Race
3   Class
4   Specific
5   Gender
6   Alignment"
73,1,"Stat: Extra Damage Modifier [73]","Statistic Modifier","Modifier Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field. The effect is an additive modifier, like adding +10 damage.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
74,1,"State: Blindness [74]","Irrelevant","Irrelevant","Applies the blindness effect to the targeted creature(s). This sets VISUALRANGE to 2, sets STATE_BLIND to true and incurs a cummulative 10 point base THAC0 penalty."
75,1,"Cure: Blindness [75]","Irrelevant","Irrelevant","Removes the blindness effect from the targeted creature(s).
This effect ignores durations attributed to it."
76,1,"State: Feeblemindedness [76]","Irrelevant","Irrelevant","Applies the feeblemind effect to the targeted creature(s) - creatures are unselectable, immobile and do not respond to combat.
This effect ignores durations attributed to it.

NB. A creatures scripts do not while the creature is feebleminded."
77,2,"Cure: Feeblemindedness [77]","Irrelevant","Irrelevant","Removes the feeblemind effect from the targeted creature(s).
This effect ignores durations attributed to it."
78,1,"State: Disease [78]","Damage","Type","Set the Damage parameter as the amount of damage, and the Disease Type parameter as how the disease functions.

Known values for 'Type' are:
0   1 HP per second
1   1 HP per second
2   'Damage' per Second
3   Cause 1HP every 'Damage' seconds
4   Strength Penalty
5   Dexterity Penalty
6   Constitution Penalty
7   Intelligence Penalty
8   Wisdom Penalty
9   Charisma Penalty
10  Slow Effect

'Damage' can be positive (penalty) or negative (bonus).

Permanent timing modes require a duration for this effect to work."
79,1,"Cure: Disease [79]","Irrelevant","Irrelevant","Removes the disease effect from the targeted creature(s).
This effect ignores durations attributed to it."
80,2,"State: Deafness [80]","Irrelevant","Irrelevant","Applies the Deafness effect on the targeted creature(s) - creatures suffer a 50% casting failure rate. This is cumulative with Miscast Magic."
81,2,"Cure: Deafness [81]","Irrelevant","Irrelevant","Remove the deafness effect from the targeted creature(s).
This effect ignores durations attributed to it."
82,1,"Set AI Script [82]","Irrelevant","Type","Sets the script type specified by the 'Type' value to the contents of the resource key.

Known values for 'Type' are:
0   OVERRIDE
1   AREA
2   SPECIFICS
4   CLASS
5   RACE
6   GENERAL
7   DEFAULT

NB. This effect can unset scripts from a creature, which can break the game."
83,1,"Protection: From Projectile [83]","Irrelevant","Type","Gives the targeted creature(s) immunity to the weapon type specified by the 'Type' value.

Values for 'Type' are taken from projectl.ids."
84,1,"Stat: Magical Fire Resistance Modifier [84]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
85,1,"Stat: Magical Cold Resistance Modifier [85]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
86,1,"Stat: Slashing Resistance Modifier [86]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
87,1,"Stat: Crushing Resistance Modifier [87]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
88,1,"Stat: Piercing Resistance Modifier [88]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
89,1,"Stat: Missiles Resistance Modifier [89]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Damage = Damage + 'Statistic Modifier' value
1   Flat Value Modifier -> Damage = 'Statistic Modifier' value
2   Percentage Modifier -> Damage = (Damage * 'Statistic Modifier' value) / 100"
90,1,"Stat: Open Locks Modifier [90]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
91,1,"Stat: Find Traps Modifier [91]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
92,1,"Stat: Pick Pockets Modifier [92]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
93,1,"Stat: Fatigue Modifier [93]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
94,1,"Stat: Drunkenness Modifier [94]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
95,1,"Stat: Tracking Skill Modifier [95]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Skill = Skill + 'Statistic Modifier' value
1   Flat Value Modifier -> Skill = 'Statistic Modifier' value
2   Percentage Modifier -> Skill = (Skill * 'Statistic Modifier' value) / 100"
96,1,"Stat: Level Change [96]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Level = Level + 'Statistic Modifier' value
1   Flat Value Modifier -> Level = 'Statistic Modifier' value
2   Percentage Modifier -> Level = (Level * 'Statistic Modifier' value) / 100"
97,1,"Stat: Strength-Bonus Modifier [97]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Bonus = Bonus + 'Statistic Modifier' value
1   Flat Value Modifier -> Bonus = 'Statistic Modifier' value
2   Percentage Modifier -> Bonus = (Bonus * 'Statistic Modifier' value) / 100"
98,1,"HP: Regeneration [98]","Regeneration Amount","Type","Restores HP to the value of 'Regeneration Amount' in the style specified by the 'Type' field, to the targeted creature(s).

Known values for 'Type' are:
0   Restore 'Regeneration Amount' per second
1   Restore 'Regeneration Amount' as a percentage of total HP
2   Restore 'Regeneration Amount' HP every second
3   Restore 1HP every 'Regeneration Amount' seconds
4   Restore Param 3 HP every Param 1 seconds
5+  Crash

Permanent timing modes require a duration for this effect to work."
99,2,"Spell Effect: Duration Modifier [99]","Duration Modifier","Type","Alters spell durations of the targeted creature(s), to the percentage specified by the 'Duration Modifier' field, affecting the spell type specified by the 'Type' field. Timing mode 0 is the only timing mode reliably affected. Timings handled through PRO files are ignored.

eg.
'Duration Modifier' = 0   -> Spells have no duration
'Duration Modifier' = 100 -> Spells have normal duration
'Duration Modifier' = 200 -> Spells have double duration

Known values for 'Type' are:
0   Mage
1   Priest"
100,1,"Protection: from Creature Type [100]","IDS Entry","IDS File","Gives the targeted creature(s) protection from the creature type specified by the 'IDS File' and 'IDS Entry' fields.

Known values for 'IDS File' are:
2   EA.ids
3   General.ids
4   Race.ids
5   Class.ids
6   Specific.ids
7   Gender.ids
8   Align.ids"
101,1,"Protection: from Opcode [101]","Irrelevant","opcode","Gives the targeted creature(s) protection from the opcode specified by the 'opcode' field.

"
102,1,"Protection: from Spell Levels [102]","Spell Level","Irrelevant","Gives the targeted creature(s) protection from spells up to the level specified by the 'Spell Level' field. A spell is assigned to a spell level by the power level of the first effect greater than the 'Spell Level' parameter in the extended header that is being called.

Known values for 'Spell Level' are:
1
..
9"
103,1,"Text: Change Name [103]","String Reference","Irrelevant","Alters the name of the targeted creature(s) to the strref specified by the 'String Reference' field. When used with a duration timing, after the duration, the name will be set to a blank entry."
104,1,"Stat: Experience Points [104]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> XP = XP + 'Statistic Modifier' value
1   Flat Value Modifier -> XP = 'Statistic Modifier' value
2   Percentage Modifier -> XP = (XP * 'Statistic Modifier' value) / 100"
105,1,"Stat: Gold [105]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Gold = Gold - 'Statistic Modifier' value
1   Flat Value Modifier -> Gold = 'Statistic Modifier' value
2   Percentage Modifier -> Gold = (Gold * 'Statistic Modifier' value) / 100

NB. 'Type' 1 can only remove gold. Gold amount has a lower bound of 0."
106,1,"Stat: Morale Break Modifier [23]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Morale Break = Morale Break + 'Statistic Modifier' value
1   Flat Value Modifier -> Morale Break = 'Statistic Modifier' value
2   Percentage Modifier -> Morale Break = (Morale * 'Statistic Modifier' value) / 100"
107,2,"Portrait Change [107]","Irrelevant","Type","Sets the portrait of the targeted creature(s) to that specified in the resource key, based on the 'Type' value. This effect ignores durations attributed to it.

Known values for 'Type' are:
0   Small portrait
1   Large portrait"
108,2,"Stat: Reputation [108]","Statistic Modifier","Type","Sets the individual reputation of the targeted creature(s) to the value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.
This does not affect the main reputation of the Party. Though it can affect ranger/paladinhood of any target.

Known values for 'Type' are:
0   Cumulative Modifier -> Reputation = Reputation + 'Statistic Modifier' value
1   Flat Value Modifier -> Reputation = 'Statistic Modifier' value
2   Percentage Modifier -> Reputation = (Reputation * 'Statistic Modifier' value) / 100"
109,2,"State: Hold [109]","IDS Entry","IDS File","Applies the hold effect to the targeted creature(s), if the targeted creature(s) match the value specified by the 'IDS Entry' field, in the specified 'IDS File'. 

Known values for 'IDS File' are:
2   EA.ids
3   General.ids
4   Race.ids
5   Class.ids
6   Specific.ids
7   Gender.ids
8   Align.ids
9   Kit.ids

The affected creature becomes immobile and its AI scripts stop running.

This effect sets stat #58 (HELD) to 1. It also sets the STATE_HELPLESS flag."
110,1,"Empty: [110]","Irrelevant","Irrelevant","This opcode has no effect."
111,1,"Item: Create Magical Weapon [111]","Amount","Irrelevant","Creates the item specified by the resource key. The number of items created is controlled by the 'Amount' field. The item is created in the Magical Weapon slot."
112,1,"Item: Remove Item [112]","Irrelevant","Irrelevant","Removes a single instance (or stack) of the item specified by the resource key from the targeted creature(s). Items in container items (e.g. Bags of Holding) will not be removed. If a creature has multiple instances of the item, the one in the lowest slot number (see slots.ids) is removed. EFF_M02 is hard-coded to play when an item is removed. This effect should be used to remove equipped items (use effect 123 for inventory items)."
113,1,"Empty: [113]","Irrelevant","Irrelevant","This opcode has no effect."
114,1,"Empty: [114]","Irrelevant","Irrelevant","This opcode has no effect."
115,1,"Detect: Alignment [115]","Irrelevant","Alignment Mask","Detects the alignment specified by the 'Alignment Mask' field.

Known values for 'Alignment Mask' are:
0   Evil (Glow red)
1   Neutral (Glow blue)
2   Good (Glow Green)"
116,1,"State: Cure Invisibility [116]","Irrelevant","Irrelevant","Removes invisibility from the targeted creature(s).
This effect ignores durations attributed to it."
117,1,"Spell Effect: Reveal Area [117]","Irrelevant","Irrelevant","Reveals the current area.

NB. This does not remove the fog of war."
118,1,"Empty: [118]","Irrelevant","Irrelevant","This opcode has no effect."
119,1,"Spell Effect: Mirror Image [119]","Irrelevant","Irrelevant","Applies the mirror image effect to the targeted creature(s). The number of images is dicated by the level of the caster."
120,1,"Protection: from Melee Weapons [120]","Enchantment","Type","Gives the targeted creature(s) immunity to melee weapons as specified by the 'Type' field. The 'Enchantment' field is used if 'Type' is set to 0.

Known values for 'Type' are:
0  Enchantment
1  Magical
2  Non-Magical
3  Silver
4  Non-Silver
5  Silver / Non-Magical
6  Two-Handed
7  Non Two-Handed
8  Cursed
9  Non-Cursed
10 Cold-Iron
11 Non Cold-Iron"
121,1,"Empty: [121]","Irrelevant","Irrelevant","This opcode has no effect."
122,1,"Item: Create Inventory Item [122]","Charges","Irrelevant","Creates the item specified by the resource key. The number of items created is controlled by the 'Charges' field. The number of secondary charge is determined by P3. The number of tertiary charges is determined by P4 (external eff's). The item is created in the Inventory."
123,1,"Item: Remove Inventory Item [123]","Irrelevant","Irrelevant","Removes the item specified by the resource key from the targeted creature(s).  This effect should be used to remove inventory items (use effect 112 for equipped items)."
124,1,"Spell Effect: Teleport (Dimension Door) [124]","Irrelevant","Irrelevant","Teleports the targeted creature(s)."
125,1,"Spell Effect: Unlock (Knock) [125]","Irrelevant","Irrelevant","Applies the knock effect to the targeted creature(s)."
126,1,"Stat: Movement Modifier [126]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

The engine allows values for 'Statistic Modifier' from 0 (immobile) to 255 (instantaneous), though behaviour is only consistent in the range 0 - 30.

Known values for 'Type' are:
0   Cumulative Modifier -> Movement = Movement + 'Statistic Modifier' value
1   Flat Value Modifier -> Movement = 'Statistic Modifier' value
2   Percentage Modifier -> Movement = (Movement * 'Statistic Modifier' value) / 100"
127,1,"Summon: Monster Summoning [127]","Number","Type","Summons a number of monsters.
Each creature files has a Creature Power Level number (at 0x18). The amount of monsters summoned by this effect is equal to the 'Number' field / Creature Power Level.
The 'Type' field set which 2da file to pick the creatures to summon from. The 2da files are monsumX and anisumX, where X = Type + 1. 0-4 are allied , 5-9 are hostile. The specific 2da files used are:

0 MONSUM01 Monster Summon 1
1 MONSUM02 Monster Summon 2
2 MONSUM03 Monster Summon 3
3 ANISUM01 Animal Summon 1
4 ANISUM02 Animal Summon 2
5 MONSUM01 Monster Summon 1 Hostile
6 MONSUM02 Monster Summon 2 Hostile
7 MONSUM03 Monster Summon 3 Hostile
8 ANISUM01 Animal Summon 1 Hostile
9 ANISUM02 Animal Summon 2 Hostile

A custom .2da file can be entered in the resource field.

If used from an external effect (.eff), the vvc field controls the bam file played when summoning."
128,1,"State: Confusion [128]","Irrelevant","Irrelevant","Applies the confusion effect the targeted creature(s). The creature will run around uncontrollable, randomly attacking."
129,1,"State: Aid [129]","Statistic Modifier","Irrelevant","Applies a bless effect, a bonus to HP and a bonus to saving throws to the targeted creature(s). The bonus is a number of 8-sided dice, with the number of dice controlled by the 'Statistic Modifier' value."
130,1,"State: Bless [130]","Modifier","Irrelevant","Modifies the THAC0, damage and morale of the target creature(s) by the amount specified by the 'Modifier' parameter."
131,1,"State: Positive Chant [131]","Modifier","Irrelevant","Applies the chant effect to the targeted creature(s). Chant affects the minimum damage caused by a weapon (up to the normal maximum damage of the weapon) and the attack roll modifier (up to a maximum of 20, excluding natural attack roll modifiers, e.g. high STR, invisibility etc) by 'Statistic Modifier' amount. The effect sets STATE_CHANT.

'Modifier' must be in the [-6,5] range.
Multiple chant effects are not cumulative."
132,1,"State: Raise Strength, Constitution, & Dexterity Non-Cumulative [132]","Statistic Modifier","Irrelevant","Raises the strength, constitution and dexterity of the targeted creature(s) by the value specified by the 'Statistic Modifier' field. A negative value of 'Statistic Modifier' sets the strength, constitution and dexterity of the targeted creature(s) to 25."
133,1,"Spell Effect: Luck Non-Cumulative [133]","Statistic Modifier","Irrelevant","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field to the targetted creatures luck. Luck affects the minimum damage caused by a weapon (up to the normal maximum damage of the weapon) and the attack roll modifier (up to a maximum of 20, excluding natural attack roll modifiers, e.g. high STR, invisibility etc) by 'Statistic Modifier' amount. 'Statistic Modifier' also affects the damge rolls of opponents (in feature blocks, not extension headers). The effect sets STATE_LUCK."
134,1,"State: Petrification [134]","Irrelevant","Irrelevant","Applies the petrification effect to the targeted creature(s). This effects kills & removes PC's from the party, and ends the game if used on the Protagonist."
135,1,"Graphics: Polymorph into Specific [135]","Irrelevant","Type","Polymorphs the targeted creature(s) into the creature specified by the resource key, in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Gain Resistances/statistics (spell-casting disabled)
1   Appearance only

This effect sets stat #59 (POLYMORPHED) to 1 but only if param #2 is 0."
136,2,"State: Force Visible [136]","Undefined","Undefined","Renders the targeted creature(s) partially visible (does not remove improved invisibility, but the targeted is visible and attackable, but not targetable by spells).
The effect has no meaning on visible targets.
This effect has no duration."
137,1,"State: Negative Chant [137]","Modifier","Irrelevant","Applies the chant effect to the targeted creature(s).
This effect works as the reverse of chant. The effect sets STATE_CHANTBAD."
138,1,"Graphics: Character Animation Change [138]","Irrelevant","Animation Sequence","The targeted creature(s) shows the animation sequence specified by the 'Animation Sequence' field.

Known values for 'Type' are (from SEQ.IDS):
0   Attack
1   Awake
2   Cast
3   Conjure
4   Damage
5   Die
6   Turn head
7   Ready
8   Shoot
9   Twitch
10  Walk
11  Attack (Slash)
12  Attack (Backslash)
13  Attack (Jab)
14  Emerge
15  Hide
16  Sleep"
139,1,"Text: Display String [139]","String Reference","Irrelevant","Displays the strref specified by the 'String Reference' value."
140,2,"Graphics: Casting Glow [140]","Irrelevant","Type","Creates a 2D animation for casting glow. These effects are usually used for casting glows based on the spell school.

Known values for 'Type' are:
0 .. 8 = Crash
9   Casting Glow Aqua (Necromancy)
10  Casting Glow Blue (Alteration)
11  Casting Glow Gold (Enchantment)
12  Casting Glow Green (Abjuration)
13  Casting Glow Magenta (Illusion)
14  Casting Glow Purple (Conjuration)
15  Casting Glow Red (Invocation)
16  Casting Glow White (Divination)
17+ Crashes"
141,1,"Graphics: Lighting Effects [141]","Target","Type","Shows the lighting effect (a .bam file) specified by the 'Type' value at the location specified by 'Target'. These effects are usually used for spell hits based on the spell school.

Known values for 'Target' are:
0      Current Location
Non-0  Target Location

Known values for 'Type' are:
0   aqua SHAIR
1   aqua SHEARTH
2   aqua SHWATER
3   *crash*
4   blue SHAIR
5   blue SHEARTH
6   blue SHWATER
7   *crash*
8   gold SHAIR
9   gold SHEARTH
10  gold SHWATER
11  *crash*
12  green SHAIR
13  green SHEARTH
14  green SHWATER
15  *crash*
16  magenta SHAIR
17  magenta SHEARTH
18  magenta SHWATER
19  *crash*
20  purple SHAIR
21  purple SHEARTH
22  purple SHWATER
23  *crash*
24  red SHAIR
25  red SHEARTH
26  red SHWATER
27  *crash*
28  white SHAIR
29  white SHEARTH
30  white SHWATER
31  *crash*
32  red MUSHROOM
33  grey MUSHROOM
34  green MUSHROOM
35  red PILLAR
36  white PILLAR
37  white SWIRL
38  Shadow Door (SPDIMDR)
39  Finger of Death (SPFDEATH)
40+ *crash*"
